src,tgt,src_len,tgt_len,Meaning completely changed,remarks
"yes, i may read it also and i'll see the movie again as it is an oldie, but a goodie.","haan mein bhi pad letha hoon, aur mein us  movie ko jarur dekhunga, oldie hein par goodie bhi.",20,18,,
oh no d:,areeh d:,3,2,1,
i just saw it has john legend in it,maine just dekha ki isme john legend hai,9,8,,
does the movie have a happy ending?,kya movie ki happy ending hai?,7,6,,
i've never heard of the director damien chazelle,maine kabhi director damien chzelle ke baare mein nhi sunna,8,10,,
frank lived his life to the fullest.,frank ne life ko fullest jiya hai,7,7,,
yeah - i wanted to talk about it because i like how david fincher directed it.,"yeah - me uske baare me baat karna chahta hun, jaise david fincher ne ise direct kiya mujhe pasand aaya.",16,20,,
"nope, but i do get chris pine confused for another marvel character though.","nahi, lekin mene confuse ho jaungi chris pine ke liye marvel character ko.",13,13,1,
"and if im being honest, pixar usually makes good movies so i have good expectations. illumination movies is what im "" iffy"" about.","agar mein honest hoon tho, pixar ko ache movies ko ache hi keheta aur muje unme ache expectations hein. illumination movies tho iffy hote",23,24,,
i like him. who plays daisy?,mai pasad karta hi usse. kon khel raha hai daisy?,6,10,1,plays the role -> khel raha hai
i don't think most people could live without it at this point in time.,muje nahi lagtha ki uske bina koi log jee nahi sakthe.,14,11,,
"the movie is called the imitation game, a drama that received a score of 91% on rotten tomatoes.","movie ka naam the imitation game hai, ek drama jo rotten tomatoes main 91% score mila.",18,16,,
"i think my husband and daughter have watched it buy not me. again, i like action movies but my husband loves watching gangster and comedies. he always teases me that i only want to watch action movies for the actors.","mujhe lagata hai ki mere pati aur betee ne ise khareeda hai, mujhe nahin. phir se, mujhe ekshan philmen pasand hain lekin mere pati ko gaingastar aur komedee dekhana bahut pasand hai. vah hamesha mujhe chidhaate hain ki main keval abhinetaon ke lie ekshan philmen dekhana chaahata hoon.",40,48,1,watched -> khareeda hai
"probably not, just because he ended up liking her doesn't mean he had completely turned himself around","bilkul nahi yar, kyon ki end mein usne pyar toh kiya lekin uska pura nahi usse diya",17,17,1,"""turned himself around"" -> usse  diya"
yeah he is. i love a lot of his movies.,yeah vh hai.main uske bahut sare movies pasand kartha hoon,10,10,,
"the first part of the movie, explaining how the sisters were orphaned, and how their circumstances drove them apart was tragic, but i do like how everything wrapped up in the end.","first part mein voh us sisters ke orphaned ke baare mein dekhaye aur kaise us circumstances ko handle kiye, lekin muje toh end part pasand aaya",32,26,,
"try watching it , its a good one.","mein bhi try karunga, acha hein",8,6,1,try watching it -> mein bhi try karunga
yep. the only thing i really didn't think would work is having robert jr be part of a team. he seems to be more of a lone wolf type.,"haan. ek hi baat mujhe lagta hai work nahin karti, woh hai robert jr ka team mein hona. woh loan wolf type zyada lagta hai.",29,25,,
it's crazy how he was approached by gang members when he went to go see his biological mother.,"yeh tho crazy hein yar, jab voh apni biological mother ke paas approach kar rahe thi",18,16,,
in particular eisenberg's portrayal of zuckerberg was highly compelling,"vises roop se, zuckerberg ka eisenberg ka chitran atyadhik sammohak tha",9,11,,
"i understand that its satire, but i still think they take it too far.  so i don't watch it.  i don't blast people who do, but i just try to avoid them","muej satire understand hein, lekin still muje sochne padtha.. mein nahi dekhta.. muej people ke saath blast karna pasand nahi lekin mein avoid karth",32,24,1,partial and incorrect translation
i agree.  i can see why it led to batman pursuing a life of crime fighting.,i agree. main samjh sakta hu kyun iski wajeh se batman crime fighting mein life pursue karne lag gaya.,16,19,,
i also think ruffalo is a great hulk.,main bhi ye soch raha ki mark ruffalo badia hai hulk ke liya.,8,13,,
"i think finish button is open ,we can now finish the conversation .bye","muje lagtha finish button tho open hein, ab mein conversation finish kartha, bye",13,13,,
"hmm so i just got a scene described to me, it turns out mark was dumped so he made a blog about her ... kind of childish.... then he made a site for people to ""rate"" women on looks...the college put him on porbation. and then that captured the attention of two classmates , that how the trio came to work on facebook i guess.","hmm, tho is scene tho mark ke baare mein hein... thoda childish hein... voh yek women ke liye is site banaya tha... dono college mein the fir classmates ban gaye aur pyar karne lage, kaise koi facebook ke liye work kar sakthe",65,42,1,partial and incorrect translation
batman as a child was good step by the filmm aker to show how his life started out,batman as a child accha step tha by the filmmaker ye dikhane ke liye ki uski life kaise start hui,18,20,,
emma stone fan?,emma stone ke fan ho?,3,5,,
"i'm guessing that since the movie was aimed towards children that it had a happy ending?  yes, i like some of them..  i don't go for a lot of singing in the animated movies though.  with the exception of the wizard of oz, that was a great movie, i could watch it over and over.","mera anuman ha ki, jo movie balko ke liye banai jati hai, wo happy ending hai? ha, mujhe aisi pasand hai.. mai animated movies me jyada gane ke sath me nahi hu. the wizard of oz ek achhi movie hai, mai use bar bar dekh sakta hu",55,47,,
"this movie is about how facebook got started by mark zuckerberg, it's called ""the social network"". interesting to watch because it's based on real events.","mark zuckerburg ne facebook kaise start kiya movie is baare me hai, iska naam hai ""the social network"". dekhne me bahut interesting hai kyonki ye real events pe based hai.",25,30,,
me either but sometimes it's about the kids and a little boy would like the robots and battles,"muje bhi, sometimes muje lagtha ki yeh kids aur chota boy ke baare mein hein jo rotbots aur battles pasand karte",18,21,1,partial translation
do you think it will end up on b roadway?,kya aap soch rahe ki yeh b roadway mein end hoga?,10,11,1,end up on -> end hoga
"anyways she didn't ruin the movie. if anything, turing's life ruins the movie. it's just sad he gets bullied and takes refuge in gay love. he could have just worked out, made some friends, and been happy. it is a very important story. reminds me of the life of charles darwin, or plato.","vise bhi usne philam ko barbad nahi kiya. turing ka jeevan film ko barbad kar deta hai. bahut dukh ki bat hai ki voh tung agaya aur sam legik prem ka sharan leta hai. woh kam kar sakta tha, kuch dost bana sakta tha, aur khush reha sakta tha. yeh to ek bahut hi mahatpurna kahani hai. charles darwin ya plato ka yad dilata hai.",53,65,,
the first toy story came out in 1995.. wow that seems like such a long time ago,first toy story tho 1995 mein aaya.. kitna lambha time tha voh,17,12,1,long time ago -> lamba time tha vo
"i dont liike the actor in interstellar, that matthew guy. somesthing off about him","main interstellar ke actor ko pasand nahin karta hoon, that matthew guy. usme baare mein sochoon to kuch off lagta hai.",14,21,,
did you think he made a good leadership figure of the avengers or did anybody else stand out to you more that way?,kya aapako lagata hai ki unhonne evenjars kee achchhee leedaraship kee ya kisee aur ne aapako is tarah se khada kiya?,23,21,1,anybody else stand out -> kisi ne khada kiya
i do! i find him very attractive and talented!,i do! mujhe wo bahut attractive aur talented lagta hai!,9,10,,
the summary of the movie seems kind of depressing. the main character doesn't seem honest and he gets arrested. i'm guessing he overall learned his lesson since he wrote a book about his life story.,"ish moive ki summary depressing hai,moive ka character imandar nahi malum parta aur vah arrest ho jata hai,muje lagta hai vah apni life se seek leta haijab vah book liogta hai",35,31,,
"illegal, mush be done out of the view of the law","illegal, ye view of the law ke bahar kiya hoga",11,10,,
i like how he uses his new powers to cause such miraculous events to occur at otherwise mundane events',muje pasand hein jab voh apni new powers ko use kar raha tha us miraculous events ko cause karne aur usse mundane events ko occur kari,19,26,1,incorrect translation
i don't see anything about a sequel. the movie came out in 1990 so it's pretty old now.,muje sequel ke baare mein tho kuch patha nahi.. is movie 1990 mein aaya jo ab old hein,18,18,,
"i've never heard of lisa ann walter, but i assume she plays jennifer aniston's sister or mother in this. it doesn't say if they find out if he is g-d or not","maine lisa ann walter ke baare mein kabhi nhi suna, lekin mujhe lagta hai ki wo jennifer aniston ki sister ya mother ka role play kr rahi hai. yahan nhi bataya gya wo g-d hai ya nhi.",32,37,,
i enjoyed it also. do you know who played alfred in that one?,maine bhi enjoy ki . kya tumhe pata hai alfred ka role kisne play kiya tha?,13,16,,
i counted 18 turns on my side and you have at least that many.,maine 18 turn to apne side count ki hai aur tumhare side bhi itni to hongi.,14,16,,
mike is 7???? what in the...i never knew that.,mike 7 hai???? kya..mujhe ye bilkul nahi pata tha,9,9,,
you're a very slow typist considering how exciting this movie is.,tum bahut slow typist ho considering kitna exciting hai ye movie,11,11,,
is one of the main characters of the plot,plot k main characters me se ek hai,9,8,,
"i agree. as another review points out it was a ""genuinely romantic comedy"", which i completely agree with because i feel as though sebastian and mia's relationship was not as cliche as many love stories are in movies. i appreciated the realness of their relationship","mein bhi. toh dusra review point mein toh voh ""genuinely romantic comedy"" bola tha , jo mein completely agree karunga kyon ki muje lagtha hei ki sebastian aur mia ka relationship toh cliche nahi hein jo love stories mein huva hota hein. lakin voh relationship toh mein realness se appreciate karunga",45,51,,
"i agree but it was hilarious when buzz yelled ""kevin what did you do to me room?"" and kevin ran off at the end. i enjoyed discussing home alone with you today!","i agree jab buzz yell karta hai  ""kevin what did you do to me room?"" wo bohat hilarious tha. aur end me kevin bhag jata hai. mujhe aaj tumse home alone discuss karke kafi acha laga.",32,36,,
oh well that's good. i do like movies (and books) based on real life stories.,"acha sahi, muje is tarah ka movies jaise real life stories dekhna pasand hein",15,14,,
i am glad the movie at least recieved an a score for cinemascore.,main khush hu ki is movie ko kam se kam a score mila cinemascore me.,13,15,,
"i'm a little torn, but, given the seriousness of the issue, yes. normally i would tend to side with the government, but this was really mismanaged. it was an important decision for the court to side with the paper.","mein tho thoda torn, lekin yeh seriousness issue hein... haan... normally, mein tho government ka side hon, lekin voh mismanaged hein.. yeh tho unka important decision hein court ka us paper ko side rakhna",39,34,1,to side with -> side rakhna
"yeah, he is great. the post is one of the better ones which  has a lot to do with tom hanks","ha vah great hai,tom hanks ke bad vah ek baryia",21,10,1,partial and incorrect translation
what is the movie about?,movie kiske cheez baare mein kya hai?,5,7,,
that doesn't bode well for the relationship.,yeh acche sanket nahin hai for the relationship.,7,8,,
"well, at least jaws had a happy ending. not for the shark though. the good old days when they made you feel good before you left the movie!",jaws  film me khush anth hua. lekin shark ke liye nahi. pahle dino jaise hame  movie dekar nikalne se pahle acha lagtha hai,28,23,,
it makes it almost more enjoyable since it is a new spin,ye isey almost zyada enjoyable bana deti hai kyunki ye ek naya spin hai,12,14,,
"he become proficient in subduing the captive dragons, i don't know how much you can call that cheating","wo captive dragons ko vas karne me kushal ho gaya, uko aap cheating kaise keh sakte hai?",18,17,,
"loki. the team of captain america, the hulk, and thor, along with iron man are trying to stop loki.","loki.captain america, the hulk aur thor ki team along with iron man , loki ko stop karne ka try kar rahi he",19,22,,
do you like watching movies with violence?,kya aapko violence movies dekhna pasand hein?,7,7,,
good point. what did you think about what happened to mal?,ache point hein. toh aap us mal ko kya huva?,11,10,,
he was good but i also grew to like the fox towards the end.,wah achcha tha but end aate aate mujhe fox ka character bhi achcha laga.,14,14,,
about 90 min,90 min ke bare mei,3,5,1,about -> baare mein
"yes, i think it did, it was a great movie.  what do you think of robert downey jr in that role?","haan, mujhe lagata hai ki yah kiya, yah ek great movie thee. aap us bhoomika mein robert downey jr ke baare mein kya sochate hain?",21,25,,
for sure i didnt whatch it. but according to the article it was realised by  pixar,"for sure, maine ise nahi dekha. but article ke according ise pixar ke dwara realised kiya gaya",16,17,,
"the king and queen take the younger sister to be healed, and the being that heals her also changes her memory so that she doesn't remember her older sister has magical abilities.","raja aur rani chhoti behen ko heal karane ley jaate hain, aur jo use heal karta hai wo uski memory bhi change kar deta hai taki wo apni sister ki magical abilities ke bare mein bhool jaye.",32,37,,
something about at the end  he has trouble determining which is reality and which is a dream. it doesn't say it's based off anything.,end me use ye determine karne me trouble ho raha tha ki ye reality hai ya dream hai. ye yah nahi kahta ki kuch par based hai.,24,27,,
i wonder if my 4 year old would enjoy it? maybe he's too young?,main sochta hun agar mere 4 saal ke bache ko acha laga? shayad vo bacha hai,14,16,1,partial... would -> laga vs lagega
"right, that was a great scene.","haan, badhiya scene tha.",6,4,,
"cinemascore graded it as a b, rotten tomatoes 4.9/10 and metacritic score was 44/100. one of the critics said it wasn't as good as dark knight but it was better than man of stee.","cinema score ne ishe b grad diya,rotten tomatoes ne 4.9/10 aur  metacritic  ne 44/100,yek critic ne khayah ki ye dark night jaisi achi nahi par man of steel se achi hai",34,31,,
but  i will tell you a little more about the movie,but mai tumhe movie ke baare me thoda aur bata sakta hu,11,12,,
i know there is that song by celine dion.,mujhe malum hai woh song celine dion se hai.,9,9,,
"me either! i dont know which is worse, having somebody die completely, or just their memory","mene either! me nahi janata kon sa worse he, kisi ka completely mar jana ya just unki memory ka mar jana.",16,21,,
hmmm... i'm supposed to be convincing you to see it. i can't talk about anything not on the document.,"hmmm ... mujhe tumko convince karna hai ye dekhne ke liye. jo document main nehi hai, uske bare me main kuch nehi keh sakta hun.",19,25,,
i've watched it a lot of times.,maine ise bahut baar dekha hai,7,6,,
no kevin has to fend off the burgers himself he places booby traps all around the house which turn out to be very effective,nahi kevin ko khud ko burgers se akele hi defend karna pada usne ghar mein jagah jagah booby traps laga diye the which turn out to be very effective,24,29,,
yes. i also liked the scene when diana saves steve when he crashes into the ocean. a woman saving a man in a movie for once.,haan. mujhe diana ka steve ko uske ocean me  crash k baad bachane wala scene bhi kafi accha laga.ek aurat aadmi ko bachate hue pahli baar,26,26,,
"the way i learned it in school, the british could have lost the war right there if they had been wiped out at dunkirk.","jis tarah se mainne ise skool mein seekha, angrejon ne yuddh ko vaheen kho diya, agar unhen dunakirk mein mita diya gaya hota.",24,23,,
does it mention how accurate the movie is as opposed to real-life events; that's why i was asking if it was biographical as opposed to simply historical?,kya yah ullekh karata hai philm vaastavik jeevan kee ghatanaon ke vipareet kitanee sahee hai; isalie main poochh raha tha yadi yah keval aitihaasik ke vipareet jeevanee thee?,27,28,,
yes. it is very true to the story.,yes. yah true story ke bahut nazdeek hai,8,8,,
the scene where hiccup shoots the dragon down is kind of sad.,"wo scene jaha hiccup dragon ko shoot karta hai, sad hai",12,11,,
have you heard of the fairy tale that the movie was based on?,kya aapane paree katha ke baare mein suna hai jo philm par aadhaarit thee?,13,14,1,movie based on fairy tale -> fairy tale based on movie. meaning reversed in translation
it was interesting how it caused such a riff within the avengers. thor still felt like he had loyalty to him for a long time during the movie.,yah dilachasp tha ki avengers ke bheetar is tarah kee daraar kaise huee. thor ko ab bhee aisa lag raha tha ki philm ke dauraan unhonne lambe samay tak unake prati vaphaadaaree kee hai.,28,34,,
"well, this sounds like an interesting movie. thanks for all the information.","khair, ye ek interesting movie lagti hai. thanks sabhi information ke liye.",12,12,,
what is the genre of the movie?,movie ka genre kya hai?,7,5,,
yeah. that was a really shallow move by mark. though i bet she regrets it now.,"acha,, voh tho vaakahi mein shallow move hein mark ko.. lekin voh ache regret karke hogi",16,16,,
"anyways though, it is pretty exciting to see turing recalibrate that machine. you will enjoy that.","vaise bhee, us masheen ko tyooring reekailibret dekhana kaaphee romaanchak hai. aapako maja aaega.",16,14,1,partially incorrect translation. named entities also transliterated
i think i have found my movie for tonight!,mujhe lagata hai ki mujhe aaj raat ke lie apanee philm mil gaee hai!,9,14,,
there is a glimpse of seeing,dekhne ki ek jhalak thi,6,5,,
i think my screen has a delay and doesn't move very quickly,mujhe lagta hai my screen has a delay and doesn't move very quickly,12,13,,
then they find an amazing robot and get their revenge,bad me wo ek amazing robot find kar rahe the aur bdla liya,10,13,,
i'm not really familiar with it?,main is se familiar nahi hun,6,6,,
macaulay culkin is my favorite in the movie. it was so fun just watching him outsmart 2 grown men.,is movie me macaulay culkin mere favorite the. unko 2 adults ko outsmart karte dekh bahut maza aaya.,19,18,,
"yea, it actually does a nice job of giving all of the characters stuff to do and doesn't feel like to much is going on","haan, yah vaastav mein karane ke lie sabhee characters  dene ka ek achchha kaam karata hai aur aisa nahin lagata ki bahut kuchh chal raha hai",25,26,,
but i still think he would be good for the part,par mujhe fir bhi lagta hai wo is part ke liye achah hoga,11,13,,
i’ve never seen it,mein kabhi dekha nahi hein,4,5,,
i think that it is the most technologically advanced country in the world of superheroes,main sochta hu ek wo superhero ki duniya me technologically sabse advanced country hai.,15,14,,
i wonder if someone could still get away with something like that today.,muje abhi bhi yakin nahi hota ki koi aise kaise jaa sakthe hein,13,13,1,incorrect translation
oh well that's good. i see he went to jail for 3 years. that's not too long. i wonder if he truly regrets ruining his life or just regrets losing all the money.,"oh yah thik tha,vah teen saal ke liye jail gaya vah jayada time nahi hota achyar use sach me dukh hua apni jingi ka ya keval paise barbad hone ka",33,30,,
one of the best scenes is when buzz is first introduced to the characters. it's pretty funny that he thinks he's an actual space ranger.,best scene tho  jab buzz ne us characters ko introduced kiya.. pretty funny hein aur soch raha tha ki voh actual space ranger hein,25,24,1,partial and incorrect translation
didn't he have a cameo in one of the recent superhero movies?,recent ki superhero movies me uska cameo nahi tha.,12,9,1,didnt he have -> nahi tha
"yes, despicable me. it's an animated movie that came out a few yers ago","yes, me despicable hu.ye ek animated movie he jo few year ago ayi thi",14,14,,
ms. norbury handled this well,norbury madam ne acchi tarah se is bat ki,5,9,,
"oh, i guess im a bit behind the times. has it been well received?","oh, mujhe lagta hai main thoda samay mein piche hun. kya ye well received hai?",14,15,,
that is probably a rating at a different site,yeh tho probably aur kuch site ka rating hoga,9,9,,
"so if i like war movies, it sounds like this one has a lot of action and good acting, i would like it?",tho agar muje war movies pasand hein tho uska sounds tho kuch aisa rehana chavunga ki kaafi action aur good acting tho muje pasand aayega,23,25,,
but i cant talk too much because i always get flack for like ben affleck,but mai iske baare me jyada baat nahi kar sakti because mera hamesha mazak banaya jata hai ben affleck ko pasand karne ke liye,15,24,,
"yes! i know her from other stuff, but she was too good in this movie. a great actress always makes you forget your watching a movie! ",haan! main use dusri movies se jaanta hu but is movie me bhi wo acchi thi. ek great actress hamesha tumhe bhula degi k tum movie dekh rahe ho,26,29,,
yeah you might have to fast forward through the lurid romance. it is not so bad though.,"haan, aapako phurteela romaans ke maadhyam se aage badhana hoga. yah haalaanki itana bura nahin hai.",17,16,1,fast forward -> furteela
i do not think i would rewatch this movie.,hume lagta nehi ke hum dobara ye movie dekhenge,9,9,,
yes watched it 3 times its a tearjerker for me when superman dies,"haan, mein tho 3 baar dekh chuka hoon, voh tearjerker tha mere liye jab superman ka moth huva",13,18,,
you'll have to watch it again and refresh your memory!!!,aap dusre baar is movie ko dekho aur yaadon ko refresh karo,10,12,,
"nice, i'm looking for a good movie to watch, do  you recommend this one?","nice, main ek acchi movie dhund raha hu dekhne k liye , kya tum ise recommend karoge?",14,17,,
"hello, have you seen monsters university? ","hello, kya aapne monsters university dekhi hai?",6,7,,
the limo was a very important find for judy hopps.,limo ak very important find thi judy hopps ke liye.,10,10,,
"i always liked john goodman's voice acting for sully, though. it's perfect for a big, fluffy monster","halaki mujhe sully mai john goodman ki voice acting hamesha aachi lagi. ye bade, fuffy monster ke liye perfect hai",17,20,,
mhmm. good in children of men too,mhmm. men ke children me bhi accha hai,7,8,,
oh that's cool!,yah achha hai,3,3,,
i did not know that rapunzel appeared in frozen.,mujhe nahin pata tha ki raipanzel phrojan mein dikhaee die.,9,10,,
hmm i'll have to check them out,haa mujhe check karna padega,7,5,,
i personally liked the dark knight movies way more,mein personally is dark knight movies ko pasand kartha,9,9,,
i guess it’s just a very good movie with an amazing plot.,i guess ye ek acchi movie thi ek amazing plot k saath.,12,12,,
"i would add this one, its worth watching","mai isse add karunga, yah dekhne layak lag rahi hai",8,10,,
is this the same person ive been talking to?,kya yah vahee vyakti hai jo baat kar raha hai?,9,10,1,"meaning of ""ive been talking to"" is lost"
does the wolf of wall street look like a good movie?,kya the wolf of wall street ache movie hein?,11,9,,
oh just remmbered why 1940 was so captivating. it was the start of wwii so...thats makes it even more depressing,oh abhee yaad aaya ki 1940 kyon itana captivating tha. yah wwii kee shuruaat thee isalie ... isane ise aur bhee depressing bana diya,20,24,,
lol it definitely will! although they might just want to watch it over and over again,lol ye definitely karegi! although wo shayad isey bar bar dekhna chahenge,16,12,,
we see them both in their older days and younger days.,hum un dono ko unke older aur younger days mein dekhte haun,11,12,,
"oh yeah, on the fourth of july it comes up and kills the police chief's son.","oh, haan, chauthee julaee ko yah aata hai aur pulis pramukh ke bete ko maar deta hai.",16,17,,
do you have a specific example on mind?,kya aapake paas man par ek vishisht udaaharan hai?,8,9,,
"well, it's the sequel to man of steel. there's a lot of meaningless action and not much else.","khair, ye man of steel ki agli kadi hai. ismein bahut sa bewajah action aur iske ilawa kuch nhi hai.",18,20,,
oh okay. who are the lead actors ?,oh okay. lead actors kon hain?,8,6,,
"it feels like watching it for the first time, every time. ","everytime, esa feel hota he ki first time dekh rahe he.",11,11,,
"the casting helped make the movie incredible, the charisma and chemistry between every character showed. the scene where steve hijacked the bomber showed that very well i think.","casting ne help kia movie ko incredible banane ke liye, charisma aur chemistry ke andar character dikhta hai.jo scene jahan steve ne bomber ko hijack kiya acchi tarah dikhta hai.",28,30,,
"very well said! some of the critics were out of their minds. especially the one you described as well as the one who called the first half ""flat and unsurprising"".","sahi kaha! kuchh critics pagal ho gaye hain. khash kar woh jiska apne description diya aur woh jisne first half ko ""flat aur unsurprising"" bataya.",30,25,,good quallity
the next one is great where he goes after his car that was stolen.,"next one great he, jahan voh apni stolen car ko search karne jata he.",14,14,,
he looks like the villian commander from the newer star wars movies.,naye star wars movie me wo villian commander ke jesa dikh raha tha,12,13,,
are you familiar with any of the actors?,aap pi chanta hi kya koyi actors ko?,8,8,,
"i enjoyed that bruce almighty was a comedy because i enjoy a good laugh. i also liked how the movie introduced god, which not many movies do. what did you like most about bruce almighty?",muujhe bruce almighty acchi lagi kyuki wo comedy thi aur mujhe comedy pasand hai. mujhe ye bhi accha laga kaise usme god aya jo ki sab movies me nahi ata. tumhe bruce almighty me sabse jyada accha kya laga?,35,39,,
i will generally have enough patience to wait for a film to be released on dvd/video if the rating turn me off.,generally mere paas enough patience hota hai to wait for a film to be released on dvd/video agar mujhe rating pasand nahi aati.,22,23,,
i will push children out of the way to watch it,main bachoko out of the way push karunga ise watch karne keliye,11,12,,
"though, i am a michael keaton fan when it comes to batman. i suspect anyone playing batman who is not keaton will be weird to me. ",halaki me batman mai michael keaton ka fan hu muje lgta hai ki koi or batman ka paly nhi ker payge jo michel keaton ne kiya,26,26,,
i liked the sneak peak of wonder woman in here too.,mujhe wonder woman ke sneak peak bhi achha lagtha hain,11,10,,
why not?,kyu nahi?,2,2,,
"yes, very much.  it's surprising how much adversity oher had to overcome, don't you think?","yes, bahut had tak. main surprise hun ki kitne adversity oher ko kam karni padegi, aapko nahi lagta?",15,18,,
"and of course, god  (morgan freeman) steps in to save the day and tells bruce what he should do.","ofcourse, god yaani morgan freeman ne apna din ko save kara aur bruce ko bola",19,15,1,save the day -> apna din save kara
haha i think so!,haha i think so!,4,4,,
i would feel like if i failed someone if i let them die too. haha. i like the mysterious dirt levitating though,"mujhe bhi aisa lagega k i failed someone agar maine unhe marne diya. haha, mujhe dhool ka  mysterious levitate karna accha laga",22,22,,
"can't hold a good warrior woman down! they tried to forbid her from training but as it turns out, they needed her.",ek good warrior woman ko koi hold down nahi kar sakta! wo use training se forbid karne ki try karte hai lekin akhirkar pata chalta hai ki unhe iski zarura hai,22,31,,
she's a good actress,wo badhiya actress hai,4,4,,
"does it feature the ""evil twins""? (i forgot their names)","kya usme ""evil twins"" feature hote hain? (main unka naam bhul gaya)",10,12,,
"yes, i always try to check out the movies that win best picture. more often than not they are good.","haan, main hamesha wo movies check karta hun jo best picture jeet ti hain. zyadatar time wo achi hoti hain.",20,20,,good quality
"actually some well known names come to mind, like hiccup is played by jay baruchel. and gerard butler as the chief viking, america ferrera plays a friend of hiccup. hiccup is the main character of course.",actually kuch jaan pehechan ka naam mera mind mei aa raha hei yaani hiccup ka role tho jay baruchel ne kiya aur gerard butler ka role chief viking aur america ferrere ka role tho hiccup ka friend ne kiya actually hiccup tho main character hein,36,45,,
hi! have you seen the movie the imitation game?,hi.. kya koi imitation game ka movie dekhe hein kya?,9,10,,
"agreed, there typically aren't many shark attacks in new england, usually further south or on the west coast.","main ye maanta hoon ki , aamataur par  new england mein bahut saare shark attacks nahin hote hain, aamataur par south mein ya west coast par.",18,26,,
sounds like a fantastic movie.,ye fantastic movie lag rahi hai,5,6,,
lol. i see the movie was filmed totally in michigan. good for them. tax credits.,lol. i see ki movie puri tarah michigan mein filmed hai. unke liye good hai. tax credits.,15,17,,
"phew! that sounds great then, he loves comedy animation movies. i think we'll watch it together","phew! ye sound achcha hai, usko comedy animation movie pasand hai. mujhe lagata hai ham milkr movie dhekate hai.",16,19,,
i really want to watch this movie i think,muje lagtha hein ki mein is movie ko jarur dekhunga,9,10,,
i would feel like if i failed someone if i let them die too. haha. i like the mysterious dirt levitating though,mujhe bhi lagega ki i failed someone agar main unhe marne de dun. haha. mujhe mysterious dirt levitating kafi acha laga.,22,21,,
"toothless and hiccup destroy the red death but he ends up getting hurt, giving him a prosthesis and the end up living in harmony!","toothless aur hiccup red death ko destroy karte haun lekin wo last mein hurt ho jaata hai, usey prosthesis dekar aur akhir me wo harmony mein rehne lagte hain",24,29,,
how did you feel about the scene where collins adopts oher?,tumhe woh scene kaise laga jahan collins oher ko adopt karta hai?,11,12,,
"yes, sorry for the delay. i did see the movi e recently. i don't usually enjoy political films, but i thought it was quite well done.","ha ,maf karna maine abhi vah moive dekhi vaise me political base moive pasand nahi karta but ye kafi achhi thi",26,21,,
it seems to me that jordan's wife was just for the money she had,muje jordan's wife ko jab voh money ke liye thi,14,10,1,partial and incorrect translation
"lol, likewise, i'm pretty sure we just do the exit survey at this point and tell them whether we want to see the movie, right? ","yogy, isee tarah, mujhe poora yakeen hai ki ham sirph is bindu par baahar nikalane ka sarvekshan karenge aur unhen bataenge ki kya ham philm dekhana chaahate hain, hai na?",25,30,,
mean girls? i have watch that before and it was back when lindsay lohan was good.,mean girls? jab lindsay lohan achi dikhti thi tab dekhi thi,16,11,,
not at all but that is for me. it is heart touching and will make you cry. if made me cry. allie got alzheimer and she doesn't remember noah but he still visits her everyday and they died together,"nahi muje kuch nahi patha, yeh tho heart touching story hein aur aapko rula dega. muje tho bahut rulaya/. alle jab alzheimer hothe aur usko kuch yaad nahi aatha lekin voh usko daily visit karthi aur dono mar jaathe",39,39,,
"the blind side is a 2009 american biographical sports drama film written and directed by john lee hancock, based on the book the blind side: evolution of a game by michael lewis. the storyline features michael oher, an offensive lineman who was drafted by the baltimore ravens of the nfl. the film follows oher from his impoverished upbringing, through his years at wingate christian school, his adoption by sean and leigh anne tuohy, to his position as one of the most highly coveted prospects in college football, then finally becoming first-round pick of the ravens. it stars quinton aaron as big mike, sandra bullock as leigh anne tuohy, tim mcgraw as sean tuhoy.","blind side is 2009 ki american biographical sports drama film hai jise john lee hancock ne write aur direct kiya hai joki michael lewis ki book the blind side: evolution of a game pe based hai. story me micheal oher ek offensive lineman hai jo nfl me baltimore raven se draft ho jata hai. film me oher ki gareeb upbringing aur uske wingate christian school k saal, uska sean aur leigh anne tuohy se adoption se college football me sabse coveted prospect ki journey aur phir finally raven ki first round pick banna hai. usme quinton aaron as big mike,sandra bullock as leigh anne tuohy, tim mcgraw as sean tuhoy hai.",113,111,,
love thor even more now after his third movie. my favorite is captain america. hes the most interesting character to me,thor ki third movie ke baad i love him more. mera favourite captain america hai. wo mujhe bahut interesting character laga.,21,21,,
"i'm not sure.  the mom finds out he's missing on the plane to paris, and then has to fly back part of the way and then hitchhike back home.",muje nahi patha hein.. uski maa ko patha bhi nahi tha ki vo plane mein nahi hein aur fir jab patha chala tho voh flyback kiya aur hitchhike apni ghar vapis aayi,29,32,,
league of shadows is a secret organization with highly trained fighters,: league of shadows  ek secret organization hai jisamen highly trained fighters hote hain,11,14,,
"i agree, it has enough stuff to haunt the imagination long after the immediate buzz of cuteness has melted away. for a mere prequel, that's a good result.","main agree karta hun, isme kafi stuff jo cuteness ke immediate buzz ke melt hone ke baad imagination ko haunt karegi. mere prequel ke liye ye acha result hai.",28,29,,
why not :))),ku nahi,3,2,,
this movie also may have done the best job out there on getting the hulk right,ho sakata hai ki is philm ne bhee halk ko sahee kaam karane mein behatar kaam kiya ho,16,18,,
